Type,Post Date,Description,Amount,Check or Slip #
DEBIT,02/23/2016,"DESKPASS 8443375846 IL                       02/22",-49.00,
DEBIT,02/23/2016,"ATM WITHDRAWAL                       006835  02/232 N LA SA",-500.00,
DEBIT,02/23/2016,"WUFOO.COM/CHARGE 813-4213676 CA              02/22",-14.95,
DEBIT,02/23/2016,"LASTPASS.COM 703-712-8315 VA                 02/22",-9.95,
CREDIT,02/22/2016,"ATM CHECK DEPOSIT 02/22 2 N LA SALLE ST CHICAGO IL",3000.00,
DEBIT,02/22/2016,"TAVERN AT THE PARK CHICAGO IL                02/18",-70.82,
DEBIT,02/22/2016,"FS *ahrefs.com 877-3278914 CA                02/19",-179.00,
DEBIT,02/22/2016,"EAST BANK CLUB- F & B CHICAGO IL             02/19",-39.75,
DEBIT,02/22/2016,"THE DAWSON CHICAGO IL                        02/19",-47.92,
DEBIT,02/22/2016,"Piece Brewery & Pizzeri Chicago IL           02/20",-65.96,
DEBIT,02/22/2016,"COGI, INC. 805-6244374 CA                    02/21",-9.90,
DEBIT,02/22/2016,"WPENGINE.COM 877-973-6446 TX                 02/20",-249.00,
DEBIT,02/22/2016,"UBER TECHNOLOGIES INC 866-576-1039 CA        02/19",-16.15,
DEBIT,02/22/2016,"ZAPIER.COM/CHARGE 877-381-8743 CA            02/19",-15.00,
DEBIT,02/22/2016,"ADY*Spotify 2200323640 646-8375380 NY        02/19",-9.99,
DEBIT,02/19/2016,"MULTIPLIERMUSICCOM 447850171491              02/17 Pound Sterl14.99 X 1.439626 (EXCHG RTE) + 0.64 (EXCHG RTE ADJ)",-22.22,
DEBIT,02/19/2016,"LAZ PARKING 600412 GPS CHICAGO IL            02/18",-27.00,
DEBIT,02/19/2016,"AMERICAN EXPRESS AXP DISCNT 3128961497      CCD ID: 1134992250",-78.04,
DEBIT,02/19/2016,"TENDINC.COM 800-276-5335 IL                  02/18",-50.00,
DEBIT,02/19/2016,"UBER TECHNOLOGIES INC 866-576-1039 CA        02/18",-5.00,
DEBIT,02/18/2016,"DNH*GODADDY.COM 480-5058855 AZ               02/17",-36.51,
DEBIT,02/18/2016,"Online Transfer to  SAV ...5998 transaction#: 5202918685",-3500.00,
DEBIT,02/17/2016,"UPWORK**BAL-14FEB 650-8534100 CA             02/15",-113.33,
DEBIT,02/17/2016,"H AND H INDUSTRIES 309-742-8674 IL           02/16",-601.90,
DEBIT,02/17/2016,"Chase QuickPay Electronic Transfer 5131448391 to Budget Nerd",-650.00,
DEBIT,02/17/2016,"Chase QuickPay Electronic Transfer 5169578279 to Nicole",-660.00,
DEBIT,02/17/2016,"123RF LLC 312-929-2581 IL                    02/16",-69.00,
DEBIT,02/17/2016,"DATAVALIDATION.COM 66 404-452-5202 GA        02/16",-28.66,
CREDIT,02/16/2016,"ATM CHECK DEPOSIT 02/16 2 N LA SALLE ST CHICAGO IL",2000.00,
DEBIT,02/16/2016,"BUZZSTREAM 512-6328401 TX                    02/12",-99.00,
DEBIT,02/16/2016,"BANGERS & LACE CHICAGO IL                    02/12",-52.65,
DEBIT,02/16/2016,"WPCHRG.COM 8772733049 CA                     02/13",-5.00,
DEBIT,02/16/2016,"TUMANS TAVERN CHICAGO IL                     02/13",-25.00,
DEBIT,02/16/2016,"SQ *CANDIDO TORRES GOSQ Chicago IL           02/13",-93.75,
DEBIT,02/16/2016,"Chase QuickPay Electronic Transfer 5166209192 to Joe Dyton",-625.00,
DEBIT,02/16/2016,"Chase QuickPay Electronic Transfer 5166228296 to Josh",-1062.50,
DEBIT,02/16/2016,"Chase QuickPay Electronic Transfer 5166222120 to Eric",-2000.00,
DEBIT,02/16/2016,"Payment to Chase card ending in 4107 02/16",-1000.00,
DEBIT,02/16/2016,"DreamHost  dh-fee.com 877-8294070 CA         02/13",-71.70,
CREDIT,02/12/2016,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2864.70,
DEBIT,02/12/2016,"BITESIZE PR 312-5505716 IL                   02/10",-89.00,
DEBIT,02/12/2016,"GOTOCITRIX.COM 855-837-1750 CA               02/12",-39.20,
DEBIT,02/11/2016,"ROSEBUD THEATER DISTRI CHICAGO IL            02/09",-45.86,
DEBIT,02/11/2016,"Beyond Hosting, LLC 513-299-7108 OH          02/09",-72.47,
DEBIT,02/11/2016,"Online Transfer to  CHK ...0806 transaction#: 5157213026 02/11",-1700.00,
DEBIT,02/11/2016,"DATAVALIDATION.COM XE 678-408-0796 GA        02/10",-3.27,
DEBIT,02/10/2016,"UPWORK**BAL-07FEB 650-8534100 CA             02/08",-170.00,
DEBIT,02/10/2016,"BUFFER 415-539-0176 CA                       02/09",-10.00,
CREDIT,02/09/2016,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2625.97,
DEBIT,02/09/2016,"THE MARQ CHICAGO IL                          02/08",-16.38,
CREDIT,02/08/2016,"AMERICAN EXPRESS SETTLEMENT 3128961497      CCD ID: 1134992250",2695.00,
DEBIT,02/08/2016,"SEMRUSH.COM - 945892 855-8144510 PA          02/04",-69.95,
DEBIT,02/08/2016,"Beyond Hosting, LLC 513-299-7108 OH          02/04",-15.00,
DEBIT,02/08/2016,"GOOGLE *Google Stora GOOGLE.COM/CH CA        02/05",-2.17,
CHECK,02/08/2016,"CHECK 101 ",-486.00,101
DEBIT,02/08/2016,"GRIND LLC BENJAMIN@GRIN NY                   02/07",-375.00,
DEBIT,02/08/2016,"TOOFR.COM 415-993-8663 CA                    02/05",-20.00,
DEBIT,02/08/2016,"DNH*GODADDY.COM 480-5058855 AZ               02/07",-15.17,
DEBIT,02/08/2016,"ADY*Spotify 2114695480 646-8375380 NY        02/07",-9.99,
DEBIT,02/08/2016,"CUE SOCIAL LLC 330-552-8283 OH               02/05",-9.00,
DEBIT,02/05/2016,"Chase QuickPay Electronic Transfer 5173365457 to Matt Dewine",-600.00,
DEBIT,02/05/2016,"ATT*BILL PAYMENT 800-288-2020 TX             02/04",-252.29,
DEBIT,02/05/2016,"GOOGLE*SVCS      APPS_EPICP 9834688         CCD ID: 0000854521",-68.69,
DEBIT,02/04/2016,"DATAVALIDATION.COM 3U 678-408-0796 GA        02/03",-6.95,
CREDIT,02/03/2016,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2924.40,
DEBIT,02/03/2016,"UPWORK**BAL-31JAN 650-8534100 CA             02/01",-79.33,
DEBIT,02/03/2016,"Beyond Hosting, LLC 513-299-7108 OH          02/01",-64.99,
DEBIT,02/03/2016,"GT FISH & OYSTER CHICAGO IL                  02/02",-43.41,
DEBIT,02/03/2016,"Chase QuickPay Electronic Transfer 5144230538 to Joe Dyton",-625.00,
DEBIT,02/03/2016,"Chase QuickPay Electronic Transfer 5139467126 to Nicole",-660.00,
CREDIT,02/02/2016,"ATM CHECK DEPOSIT 02/02 2 N LA SALLE ST CHICAGO IL",2000.00,
DEBIT,02/02/2016,"RUBY RECEPTIONISTS IN 866-611-7829 OR        02/01",-259.00,
DEBIT,02/02/2016,"PSV*STANSBERRY RESEARC 866-6271362 MD        02/01",-99.00,
DEBIT,02/02/2016,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-72.94,
DEBIT,02/02/2016,"AUTHNET GATEWAY  BILLING    47440862        CCD ID: 1870568569",-10.00,
DEBIT,02/02/2016,"INSIGHTLY CRM 800-853-1438 CA                02/01",-9.00,
DEBIT,02/01/2016,"THE SUNRISE CAFE CHICAGO IL                  01/28",-29.75,
DEBIT,02/01/2016,"Online Transfer to CHK ...0806 transaction#: 5165318143 02/01",-500.00,
DEBIT,02/01/2016,"Chase QuickPay Electronic Transfer 5131358921 to Eric",-2000.00,
DEBIT,02/01/2016,"Chase QuickPay Electronic Transfer 5131360528 to Josh",-1062.50,
DEBIT,02/01/2016,"Payment to Chase card ending in 0832 02/01",-500.00,
DEBIT,02/01/2016,"Payment to Chase card ending in 4107 02/01",-500.00,
DEBIT,02/01/2016,"INFUSIONSOFT 866-800-0004 AZ                 01/30",-299.00,
DEBIT,02/01/2016,"INSTAPAGE 877-887-7815 CA                    01/30",-79.00,
DEBIT,01/29/2016,"GETTY IMAGES 877-438-8966 WA                 01/28",-50.00,
DEBIT,01/28/2016,"Online Transfer to  CHK ...0806 transaction#: 5129589719 01/28",-1700.00,
DEBIT,01/27/2016,"UPWORK**BAL-24JAN 650-8534100 CA             01/25",-73.67,
CREDIT,01/26/2016,"ATM CHECK DEPOSIT 01/26 2 N LA SALLE ST CHICAGO IL",2000.00,
DEBIT,01/26/2016,"ADOBE *PS CREATIVE CL 800-833-6687 CA        01/25",-21.24,
DEBIT,01/26/2016,"DNH*GODADDY.COM 480-5058855 AZ               01/25",-13.17,
DEBIT,01/25/2016,"MAJESTICSEO.COM BIRMINGHAM                   01/22",-49.99,
DEBIT,01/25/2016,"SP * THE DRUM BROKER HIPHOPDRUMSAM AK        01/24",-99.96,
DEBIT,01/25/2016,"WUFOO.COM/CHARGE 813-4213676 CA              01/22",-14.95,
DEBIT,01/25/2016,"LASTPASS.COM 703-712-8315 VA                 01/22",-9.95,
DEBIT,01/25/2016,"DTELEPATHY FILAMENTAP 619-225-6220 CA        01/24",-9.00,
DEBIT,01/22/2016,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-214.08,
DEBIT,01/21/2016,"STK*SHUTTERSTOCK, INC 866-663-3954 NY        01/20",29.00,
DEBIT,01/21/2016,"WPENGINE.COM 877-973-6446 TX                 01/20",-249.00,
CREDIT,01/20/2016,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",907.15,
DEBIT,01/20/2016,"UPWORK**BAL-17JAN 650-8534100 CA             01/18",-170.00,
DEBIT,01/20/2016,"Online Transfer to SAV ...5998 transaction#: 5142505040 01/20",-3038.87,
DEBIT,01/20/2016,"Online Transfer to CHK ...0806 transaction#: 5142511101 01/20",-538.96,
DEBIT,01/20/2016,"STK*SHUTTERSTOCK, INC 866-663-3954 NY        01/19",-29.00,
DEBIT,01/20/2016,"ZAPIER.COM/CHARGE 877-381-8743 CA            01/19",-15.00,
DEBIT,01/20/2016,"ADY*Spotify 1931348410 646-8375380 NY        01/19",-9.99,
DEBIT,01/20/2016,"DATAVALIDATION.COM LQ 678-408-0796 GA        01/19",-7.01,
DEBIT,01/19/2016,"COCHON VOLANT, LLC CHICAGO IL                01/15",-89.65,
DEBIT,01/19/2016,"Chase QuickPay Electronic Transfer 5110541030 to Nicole",-660.00,
DEBIT,01/19/2016,"Chase QuickPay Electronic Transfer 5067214907 to Budget Nerd",-650.00,
DEBIT,01/19/2016,"AMERICAN EXPRESS AXP DISCNT 3128961497      CCD ID: 1134992250",-156.08,
DEBIT,01/19/2016,"TENDINC.COM 800-276-5335 IL                  01/18",-50.00,
DEBIT,01/19/2016,"DATAVALIDATION.COM DJ 678-408-0796 GA        01/15",-7.93,
DEBIT,01/19/2016,"DATAVALIDATION.COM PZ 678-408-0796 GA        01/18",-2.24,
CREDIT,01/15/2016,"ATM CHECK DEPOSIT 01/15 2 N LA SALLE ST CHICAGO IL",3000.00,
DEBIT,01/15/2016,"WPCHRG.COM 8772733049 CA                     01/13",-5.00,
DEBIT,01/15/2016,"Chase QuickPay Electronic Transfer 5102490023 to Josh",-1062.50,
DEBIT,01/15/2016,"Chase QuickPay Electronic Transfer 5102486977 to Eric",-2000.00,
DEBIT,01/14/2016,"BUZZSTREAM 512-6328401 TX                    01/12",-99.00,
DEBIT,01/14/2016,"Online Transfer to  CHK ...0806 transaction#: 5095170000 01/14",-1700.00,
DEBIT,01/14/2016,"DreamHost  dh-fee.com 877-8294070 CA         01/13",-35.85,
DEBIT,01/13/2016,"UPWORK**BAL-10JAN 650-8534100 CA             01/11",-130.33,
DEBIT,01/13/2016,"DATAVALIDATION.COM 72 678-408-0796 GA        01/12",-4.66,
CREDIT,01/12/2016,"ATM CHECK DEPOSIT 01/12 2 N LA SALLE ST CHICAGO IL",3000.00,
CREDIT,01/12/2016,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2864.70,
DEBIT,01/12/2016,"IL DEPT OF REVEN EDI PYMNTS 00000635870272  CCD ID: 5555566257",-3000.00,
DEBIT,01/12/2016,"BITESIZE PR 312-5505716 IL                   01/10",-89.00,
DEBIT,01/12/2016,"GOTOCITRIX.COM 855-837-1750 CA               01/12",-39.20,
DEBIT,01/11/2016,"Beyond Hosting, LLC 513-299-7108 OH          01/09",-72.47,
DEBIT,01/11/2016,"IRS              USATAXPYMT 270641153758196 CCD ID: 3387702000",-29120.00,
DEBIT,01/11/2016,"BUFFER 415-539-0176 CA                       01/09",-10.00,
CREDIT,01/08/2016,"ATM CHECK DEPOSIT 01/08 2 N LA SALLE ST CHICAGO IL",2000.00,
CREDIT,01/08/2016,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2625.97,
DEBIT,01/08/2016,"Chase QuickPay Electronic Transfer 5119580794 to Matt Dewine",-50.00,
DEBIT,01/08/2016,"GRIND LLC BENJAMIN@GRIN NY                   01/07",-375.00,
DEBIT,01/08/2016,"ADY*Spotify 1829220690 646-8375380 NY        01/07",-9.99,
CREDIT,01/07/2016,"Online Transfer from SAV ...5998 transaction#: 5115940644",40000.00,
DEBIT,01/07/2016,"TOOFR.COM 415-993-8663 CA                    01/05",-20.00,
DEBIT,01/07/2016,"CUE SOCIAL LLC 330-552-8283 OH               01/05",-9.00,
CREDIT,01/06/2016,"AMERICAN EXPRESS SETTLEMENT 3128961497      CCD ID: 1134992250",2695.00,
DEBIT,01/06/2016,"Beyond Hosting, LLC 513-299-7108 OH          01/04",-15.00,
DEBIT,01/06/2016,"GOOGLE *Google Stora GOOGLE.COM/CH CA        01/06",-1.99,
DEBIT,01/06/2016,"DATAVALIDATION.COM W6W SYNAPP.IO GA          01/05",-0.91,
DEBIT,01/06/2016,"Chase QuickPay Electronic Transfer 5109238912 to FOILED INC",-84.00,
DEBIT,01/06/2016,"DATAVALIDATION.COM VV 678-408-0796 GA        01/05",-0.77,
DEBIT,01/06/2016,"DATAVALIDATION.COM 72 678-408-0796 GA        01/05",-0.65,
CREDIT,01/05/2016,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2924.40,
DEBIT,01/05/2016,"UPWORK**BAL-03JAN 650-8534100 CA             01/04",-76.50,
DEBIT,01/05/2016,"BERTS CARWASH AND CHICAGO IL                 01/04",-110.00,
DEBIT,01/05/2016,"SEMRUSH.COM 8558144510 PA                    01/04",-69.95,
DEBIT,01/05/2016,"Chase QuickPay Electronic Transfer 5082086043 to Nicole",-660.00,
DEBIT,01/05/2016,"ATT*BILL PAYMENT 800-288-2020 TX             01/04",-252.05,
DEBIT,01/05/2016,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-140.44,
DEBIT,01/05/2016,"GOOGLE*SVCS      APPS_EPICP 2632526         CCD ID: 0000854521",-65.00,
DEBIT,01/05/2016,"AUTHNET GATEWAY  BILLING    42158044        CCD ID: 1870568569",-10.00,
CREDIT,01/04/2016,"AMERICAN EXPRESS SETTLEMENT 3128961497      CCD ID: 1134992250",2695.00,
DEBIT,01/04/2016,"Chase QuickPay Electronic Transfer 5067176223 to Eric",-2000.00,
DEBIT,01/04/2016,"Chase QuickPay Electronic Transfer 5067177545 to Josh",-1062.50,
DEBIT,01/04/2016,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        01/01",-4.67,
DEBIT,01/04/2016,"Beyond Hosting, LLC 513-299-7108 OH          01/01",-64.99,
DEBIT,01/04/2016,"Online Transfer to CHK ...0806 transaction#: 5109010930 01/04",-700.00,
DEBIT,01/04/2016,"Payment to Chase card ending in 4107 01/04",-300.00,
DEBIT,01/04/2016,"Chase QuickPay Electronic Transfer 5109241910 to Matt Dewine",-600.00,
DEBIT,01/04/2016,"INFUSIONSOFT 866-8000004 AZ                  12/30",-299.00,
DEBIT,01/04/2016,"RUBY RECEPTIONISTS IN 866-611-7829 OR        01/01",-265.00,
DEBIT,01/04/2016,"UBER TECHNOLOGIES INC 866-576-1039 CA        01/01",-15.69,
DEBIT,01/04/2016,"INSIGHTLY CRM 800-853-1438 CA                01/01",-9.00,
DEBIT,12/31/2015,"INSTAPAGE 485-305-65 CA                      12/30",-79.00,
CREDIT,12/30/2015,"ATM CHECK DEPOSIT 12/30 2 N LA SALLE ST CHICAGO IL",3000.00,
DEBIT,12/29/2015,"UPWORK**BAL-27DEC 650-8534100 CA             12/28",-170.00,
DEBIT,12/29/2015,"Online Transfer to CHK ...0806 transaction#: 5072632131 12/29",-1700.00,
DEBIT,12/29/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        12/28",-21.51,
DEBIT,12/29/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        12/28",-16.81,
DEBIT,12/28/2015,"Chase QuickPay Electronic Transfer 5088557180 to Matt Dewine",-800.00,
DEBIT,12/28/2015,"GRAMMARLY.COM 888-318-6146 CA                12/24",-59.95,
DEBIT,12/28/2015,"ADOBE *PS CREATIVE CL 800-833-6687 CA        12/25",-21.24,
DEBIT,12/28/2015,"DTELEPATHY FILAMENTAP 619-225-6220 CA        12/24",-9.00,
DEBIT,12/24/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        12/23",-22.63,
DEBIT,12/23/2015,"UPWORK**BAL-20DEC 650-8534100 CA             12/21",-161.50,
DEBIT,12/23/2015,"MAJESTICSEO.COM BIRMINGHAM                   12/22",-49.99,
DEBIT,12/23/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-214.44,
DEBIT,12/23/2015,"WUFOO.COM/CHARGE 813-4213676 CA              12/22",-14.95,
DEBIT,12/23/2015,"LASTPASS.COM 703-712-8315 VA                 12/22",-9.95,
DEBIT,12/22/2015,"COGI, INC. 805-6244374 CA                    12/21",-9.90,
DEBIT,12/22/2015,"Chase QuickPay Electronic Transfer 5053314017 to Nicole",-660.00,
DEBIT,12/22/2015,"DNH*GODADDY.COM 480-505-8855 AZ              12/21",-25.16,
DEBIT,12/21/2015,"PSV*Mayer-s 100x Club 844-2217758 MD         12/18",59.00,
DEBIT,12/21/2015,"COCHON VOLANT, LLC CHICAGO IL                12/18",-33.57,
DEBIT,12/21/2015,"JAK'S TAP CHICAGO IL                         12/18",-51.00,
DEBIT,12/21/2015,"VTS CITY SERVICE TAXI LONG IS CITY NY        12/19",-31.81,
DEBIT,12/21/2015,"DARK MATTER COFFEE CHICAGO IL                12/19",-21.60,
DEBIT,12/21/2015,"DARK MATTER COFFEE CHICAGO IL                12/19",-30.00,
DEBIT,12/21/2015,"PARSON'S CHICKEN & FISH CHICAGO IL           12/19",-101.03,
DEBIT,12/21/2015,"WPENGINE.COM 877-973-6446 TX                 12/20",-249.00,
DEBIT,12/21/2015,"TENDINC.COM 800-276-5335 IL                  12/18",-50.00,
DEBIT,12/21/2015,"ZAPIER.COM/CHARGE 877-381-8743 CA            12/19",-15.00,
DEBIT,12/21/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        12/20",-12.18,
DEBIT,12/21/2015,"ADY*Spotify 1686385060 646-8375380 NY        12/19",-9.99,
DEBIT,12/21/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        12/19",-5.00,
DEBIT,12/21/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        12/19",-5.00,
DEBIT,12/18/2015,"SWEETWATER SOUND INC 260-4328176 IN          12/16",-335.21,
DEBIT,12/18/2015,"Chase QuickPay Electronic Transfer 5026235524 to Budget Nerd",-650.00,
DEBIT,12/18/2015,"Online Transfer to CHK ...0806 transaction#: 5076164342 12/18",-380.99,
DEBIT,12/17/2015,"Online Transfer to  CHK ...0806 transaction#: 5043016634 12/17",-1700.00,
DEBIT,12/17/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",-3075.60,
DEBIT,12/16/2015,"UPWORK**BAL-13DEC 650-8534100 CA             12/14",-85.00,
DEBIT,12/16/2015,"Online Transfer to SAV ...5998 transaction#: 5071298334 12/16",-1000.00,
DEBIT,12/15/2015,"WPCHRG.COM 8772733049 CA                     12/13",-5.00,
DEBIT,12/15/2015,"Chase QuickPay Electronic Transfer 5036745981 to Eric",-2000.00,
DEBIT,12/15/2015,"Chase QuickPay Electronic Transfer 5036751899 to Josh",-1062.50,
CREDIT,12/14/2015,"ATM CHECK DEPOSIT 12/14 2 N LA SALLE ST CHICAGO IL",3000.00,
CREDIT,12/14/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2864.70,
DEBIT,12/14/2015,"CORBISVEERSPLSH 800-2600444 WA               12/11",-5.00,
DEBIT,12/14/2015,"BUZZSTREAM 512-6328401 TX                    12/12",-99.00,
DEBIT,12/14/2015,"BITESIZE PR 312-5505716 IL                   12/10",-89.00,
DEBIT,12/14/2015,"GOTOCITRIX.COM 855-837-1750 CA               12/12",-39.20,
DEBIT,12/14/2015,"DreamHost  dh-fee.com 877-8294070 CA         12/13",-11.95,
CREDIT,12/11/2015,"ATM CHECK DEPOSIT 12/11 2 N LA SALLE ST CHICAGO IL",2000.00,
DEBIT,12/11/2015,"Beyond Hosting, LLC 513-299-7108 OH          12/09",-72.47,
DEBIT,12/10/2015,"PSV*Mayer-s 100x Club 844-2217758 MD         12/09",-59.00,
DEBIT,12/10/2015,"BUFFER 415-539-0176 CA                       12/09",-10.00,
DEBIT,12/09/2015,"UPWORK**BAL-06DEC 650-8534100 CA             12/07",-68.00,
CREDIT,12/08/2015,"ATM CHECK DEPOSIT 12/08 7605 W 88TH AVE ARVADA CO",5000.00,
CREDIT,12/08/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2625.97,
DEBIT,12/08/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        12/07",-28.16,
DEBIT,12/08/2015,"Chase QuickPay Electronic Transfer 5022868174 to Nicole",-660.00,
DEBIT,12/08/2015,"GRIND LLC BENJAMIN@GRIN NY                   12/07",-375.00,
DEBIT,12/08/2015,"ATT*BILL PAYMENT 800-288-2020 TX             12/07",-252.05,
DEBIT,12/08/2015,"ADY*Spotify 1611244330 646-8375380 NY        12/07",-9.99,
DEBIT,12/07/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        12/04",-5.42,
DEBIT,12/07/2015,"SEMRUSH.COM 8558144510 PA                    12/04",-69.95,
DEBIT,12/07/2015,"Beyond Hosting, LLC 513-299-7108 OH          12/04",-15.00,
DEBIT,12/07/2015,"GOOGLE *Google Stora GOOGLE.COM/CH CA        12/05",-1.99,
DEBIT,12/07/2015,"Online Transfer to CHK ...0806 transaction#: 5052734573 12/07",-300.00,
DEBIT,12/07/2015,"OUTWIT  TECHNOLO IAT PAYPAL 47F2299E5BDYJ   WEB ID: 770510487C",-89.90,
DEBIT,12/07/2015,"GOOGLE*SVCS      APPS_EPICP 6330093         CCD ID: 0000854521",-65.00,
DEBIT,12/07/2015,"DNH*GODADDY.COM 480-5058855 AZ               12/06",-39.98,
DEBIT,12/07/2015,"TOOFR.COM 415-993-8663 CA                    12/05",-20.00,
DEBIT,12/07/2015,"CUE SOCIAL LLC 330-552-8283 OH               12/05",-9.00,
DEBIT,12/07/2015,"DNH*GODADDY.COM 480-5058855 AZ               12/05",-4.99,
CREDIT,12/04/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2924.40,
DEBIT,12/04/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        12/03",-23.69,
DEBIT,12/03/2015,"Beyond Hosting, LLC 513-299-7108 OH          12/01",-64.99,
DEBIT,12/03/2015,"OUTREACH GROUPTALENT.C WA                    12/02",-270.00,
DEBIT,12/03/2015,"COCHON VOLANT, LLC CHICAGO IL                12/02",-20.35,
DEBIT,12/03/2015,"Online Transfer to  CHK ...0806 transaction#: 5013540902 12/03",-1700.00,
DEBIT,12/03/2015,"MINCE TUTING     IAT PAYPAL J2222267MQXSJ   WEB ID: 770510487C",-512.31,
DEBIT,12/03/2015,"PAMELA BOYOC     IAT PAYPAL J2222267MTTEU   WEB ID: 770510487C",-402.00,
DEBIT,12/03/2015,"WHITESQUARE GMBH IAT PAYPAL J2222267N4RUE   WEB ID: 770510487C",-369.00,
CREDIT,12/02/2015,"ATM CHECK DEPOSIT 12/02 2 N LA SALLE ST CHICAGO IL",25.92,
DEBIT,12/02/2015,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        12/01",-5.00,
DEBIT,12/02/2015,"Online Transfer to CHK ...0806 transaction#: 5041139038 12/02",-100.00,
DEBIT,12/02/2015,"Chase QuickPay Electronic Transfer 5041306151 to Matt Dewine",-600.00,
DEBIT,12/02/2015,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-309.70,
DEBIT,12/02/2015,"INFUSIONSOFT 866-8000004 AZ                  11/30",-299.00,
DEBIT,12/02/2015,"RUBY RECEPTIONISTS IN 866-611-7829 OR        12/01",-51.80,
DEBIT,12/02/2015,"AUTHNET GATEWAY  BILLING    42029368        CCD ID: 1870568569",-10.00,
DEBIT,12/02/2015,"INSIGHTLY CRM 800-853-1438 CA                12/01",-9.00,
DEBIT,12/01/2015,"UPWORK**BAL-29NOV 650-8534100 CA             11/30",-170.00,
DEBIT,12/01/2015,"Chase QuickPay Electronic Transfer 5005770102 to Josh",-1062.50,
DEBIT,12/01/2015,"Chase QuickPay Electronic Transfer 5005769394 to Eric",-2000.00,
DEBIT,12/01/2015,"Payment to Chase card ending in 4107 12/01",-1000.00,
DEBIT,12/01/2015,"INSTAPAGE 485-305-65 CA                      11/30",-79.00,
DEBIT,11/27/2015,"ADOBE *PS CREATIVE CL 800-833-6687 CA        11/25",-21.24,
DEBIT,11/25/2015,"UPWORK**BAL-22NOV 650-8534100 CA             11/23",-47.23,
DEBIT,11/25/2015,"SUR LA TABLE #126 CHICAGO IL                 11/23",-281.70,
DEBIT,11/25/2015,"CHI TAXI 0479 CHICAGO IL                     11/24",-8.65,
DEBIT,11/25/2015,"Online Transfer to SAV ...5998 transaction#: 5026225217 11/25",-5000.00,
DEBIT,11/25/2015,"Payment to Chase card ending in 0832 11/25",-3016.69,
DEBIT,11/25/2015,"RUBY RECEPTIONISTS IN 866-611-7829 OR        11/24",-259.00,
DEBIT,11/25/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        11/24",-16.56,
DEBIT,11/25/2015,"DTELEPATHY FILAMENTAP 619-225-6220 CA        11/24",-9.00,
DEBIT,11/24/2015,"Chase QuickPay Electronic Transfer 5021743004 to Matt Dewine",-400.00,
DEBIT,11/24/2015,"Chase QuickPay Electronic Transfer 4994788672 to Nicole",-660.00,
DEBIT,11/24/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-201.37,
DEBIT,11/23/2015,"AMC RIVER EAST 21 #0133 CHICAGO IL           11/19",-30.00,
DEBIT,11/23/2015,"LINCOLN HALL VENUE CHICAGO IL                11/21",-39.00,
DEBIT,11/23/2015,"BELLY SHACK II CHICAGO IL                    11/21",-24.71,
DEBIT,11/23/2015,"Chase QuickPay Electronic Transfer 5018497958 to Gerald Stewart",-700.00,
DEBIT,11/23/2015,"MAJESTICSEO.COM BIRMINGHAM                   11/22",-49.99,
DEBIT,11/23/2015,"Online Transfer to MMA ...2317 transaction#: 5021687961 11/23",-1000.00,
DEBIT,11/23/2015,"Payment to Chase card ending in 0832 11/23",-100.00,
DEBIT,11/23/2015,"WPENGINE.COM 877-973-6446 TX                 11/20",-249.00,
DEBIT,11/23/2015,"WUFOO.COM/CHARGE 813-4213676 CA              11/22",-14.95,
DEBIT,11/23/2015,"LASTPASS.COM 703-712-8315 VA                 11/22",-9.95,
